0.000000, 0.000000
0.017202, 0.000000
0.034404, 0.000000
0.051606, 0.000000
0.068808, 0.000000
0.086010, 0.000000
0.103213, 0.000000
0.120415, 0.000000
0.137617, 0.000000
0.154819, 0.000000
0.172021, 0.000000
0.189223, 0.000000
0.206425, 0.000000
0.223627, 0.000000
0.240829, 0.000000
0.258031, 0.000000
0.275234, 0.000000
0.292436, 0.000000
0.309638, 0.000000
0.326840, 0.000000
0.344042, 0.000000
0.361244, 0.000000
0.378446, 0.000000
0.395648, 0.000000
0.412850, 0.000000
0.430052, 0.000000
0.447255, 0.000000
0.464457, 0.000000
0.481659, 0.000000
0.498861, 0.000000
0.516063, 0.000000
0.533265, 0.000000
0.550467, 0.000000
0.567669, 0.000000
0.584871, 0.000000
0.602073, 0.000000
0.619276, 0.000000
0.636478, 0.000000
0.653680, 0.000000
0.670882, 0.000000
0.688084, 0.000000
0.705286, 0.000000
0.722488, 0.000000
0.739690, 0.000000
0.756892, 0.000000
0.774094, 0.000000
0.791297, 0.000000
0.808499, 0.000000
0.825701, 0.000000
0.842903, 0.000000
0.860105, 0.000000
0.877307, 0.000000
0.894509, 0.000000
0.911711, 0.000000
0.928913, 0.000000
0.946115, 0.000000
0.963318, 0.000000
0.980520, 0.000000
0.997722, 0.000000
1.014924, 0.000000
1.032126, 0.000000
1.049328, 0.000000
1.066530, 0.000000
1.083732, 0.000000
1.100934, 0.000000
1.118136, 0.000000
1.135339, 0.000000
1.152541, 0.000000
1.169743, 0.000000
1.186945, 0.000000
1.204147, 0.000000
1.221349, 0.000000
1.238551, 0.000000
1.255753, 0.000000
1.272955, 0.000000
1.290157, 0.000000
1.307360, 0.000000
1.324562, 0.000000
1.341764, 0.000000
1.358966, 0.000000
1.376168, 0.000000
1.393370, 0.000000
1.410572, 0.000000
1.427774, 0.000000
1.444976, 0.000000
1.462178, 0.000000
1.479381, 0.000000
1.496583, 0.000000
1.513785, 0.000000
1.530987, 0.000000
1.548189, 0.000000
1.565391, 0.000000
1.582593, 0.000000
1.599795, 0.000000
1.616997, 0.000000
1.634199, 0.000000
1.651401, 0.000000
1.668604, 0.000000
1.685806, 0.000000
1.703008, 0.000000
1.720210, 0.000000
1.737412, 0.000000
1.754614, 0.000000
1.771816, 0.000000
1.789018, 0.000000
1.806220, 0.000000
1.823422, 0.000000
1.840625, 0.000000
1.857827, 0.000000
1.875029, 0.000000
1.892231, 0.000000
1.909433, 0.000000
1.926635, 0.000000
1.943837, 0.000000
1.961039, 0.000000
1.978241, 0.000000
1.995443, 0.000000
2.012646, 0.000000
2.029848, 0.000000
2.047050, 0.000000
2.064252, 0.000000
2.081454, 0.000000
2.098656, 0.000000
2.115858, 0.000000
2.133060, 0.000000
2.150262, 0.000000
2.167464, 0.000000
2.184667, 0.000000
2.201869, 0.000000
2.219071, 0.000000
2.236273, 0.000000
2.253475, 0.000000
2.270677, 0.000000
2.287879, 0.000000
2.305081, 0.000000
2.322283, 0.000000
2.339485, 0.000000
2.356688, 0.000000
2.373890, 0.000000
2.391092, 0.000000
2.408294, 0.000000
2.425496, 0.000000
2.442698, 0.000000
2.459900, 0.000000
2.477102, 0.000000
2.494304, 0.000000
2.511506, 0.000000
2.528709, 0.000000
2.545911, 0.000000
2.563113, 0.000000
2.580315, 0.000000
2.597517, 0.000000
2.614719, 0.000000
2.631921, 0.000000
2.649123, 0.000000
2.666325, 0.000000
2.683527, 0.000000
2.700730, 0.000000
2.717932, 0.000000
2.735134, 0.000000
2.752336, 0.000000
2.769538, 0.000000
2.786740, 0.000000
2.803942, 0.000000
2.821144, 0.000000
2.838346, 0.000000
2.855548, 0.000000
2.872751, 0.000000
2.889953, 0.000000
2.907155, 0.000000
2.924357, 0.000000
2.941559, 0.000000
2.958761, 0.000000
2.975963, 0.000000
2.993165, 0.000000
3.010367, 0.000000
3.027569, 0.000000
3.044772, 0.000000
3.061974, 0.000000
3.079176, 0.000000
3.096378, 0.000000
3.113580, 0.000000
3.130782, 0.000000
3.147984, 0.000000
3.165186, 0.000000
3.182388, 0.000000
3.199590, 0.000000
3.216793, 0.000000
3.233995, 0.000000
3.251197, 0.000000
3.268399, 0.000000
3.285601, 0.000000
3.302803, 0.000000
3.320005, 0.000000
3.337207, 0.000000
3.354409, 0.000000
3.371611, 0.000000
3.388813, 0.000000
3.406016, 0.000000
3.423218, 0.000000
